id;type;legislative_period;session;volume_pdf;volume_protocol;session_number;date;year;speaker;title_toc;text;text_2;text_3;search_term;pp;homosexuality_main;political_orientation;party;position;denomination;origin_city;origin_region;constituency;profession;professional_group;comment
Protokolle_1907_12_03_04;Sitzung;XII;I;;229;64;03.12.1907;1907;Wilhelm Lattmann ;Fortsetzung der ersten Beratung der Entwürfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats für das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats für die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Änderung des § 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);Wenn der Herr Abgeordnete Paasche das schwerwiegende Material für den Prozeß Harden bei sich in der Tasche hatte dann war es nach meiner Ansicht seine Pflicht dieses Material ehe er es hier herauszog dem Herrn Kriegsminister vorzulegen (Stürmischer Beifall rechts — Große Unruhe und Widerspruch links) Gerade wenn man wie er es getan hat die Ritterlichkeit des Kriegsministers anerkennt dann mußte man ihm wenigstens die Möglichkeit zu einer sofortigen Antwort geben Das liegt nicht nur im Interesse des Kriegsministers der Militärverwaltung sondern auch im wahren Interesse unseres ganzen Volkes (Zustimmung rechts) Ohne sofortige Antwort dürften die Vorwürfe die heute erhoben sind nicht hinausgehen als wenn der Kriegsminister schuld wäre als wenn er etwas gewußt hätte So werden in der Öffentlichkeit diese Vorwürfe aufgefaßt werden (Zustimmung rechts — Widerspruch links) Mir liegt es völlig fern anzunehmen daß irgend welche Familienrücksichten zu diesem Vorbringen des Materials beigetragen hätten (sehr richtig rechts Lachen links) aber ich suche umsonst nach einem Grund dieses Vorgehens Ich glaube es wäre richtiger gewesen unserem Kriegsminister die Möglichkeit der sofortigen Antwort zu geben Auch wir — und ich glaube der gesamte Reichstag — verlangen Klarheit in dieser Sache verlangen rücksichtsloses Vorgehen mögen die Schuldigen oben oder unten sein Aber was heute der Abgeordnete Paasche mitgeteilt hat ist seitens der nationalliberalen Partei vor noch nicht gar langer Zeit bei anderen bis ins tiefste verurteilt worden  nicht ganz richtig gewesen wenn der Herr Kriegsminister die Art und Weise wie der Herr Abgeordnete Bebel hier den Prozeß Harden berührt hat nur lobte ohne dabei darauf hinzuweisen in welcher widrigen Art gerade die Sozialdemokratie in ihren Broschüren des sozialdemokratischen Agitationsverbandes in der Öffentlichkeit insbesondere diesen Prozeß ausnutzt Auch sonst soll man immer wieder die Grundsätze der Sozialdemokratie festnageln So sagt z B im Volksblatt für Anhalt der Genosse Herrlinger Haß muß gesät und die niedrigsten Instinkte bei den Arbeitern geweckt werden das bringt uns vorwärts Wer ist das uns Doch nicht etwa die Arbeiterschaft sondern die sozialdemokratischen Agitatoren und Redakteure usw aber nie und nimmer die deutsche Arbeiterschaft Dieses Wecken der niedrigsten Instinkte — das besorgen Sie in Ihrer Presse Nur ein kleines Beispiel dafür Der Leiter des Streiks in der Berliner Elektroindustrie Paul Pawlovitsch hat am 28 September in der Neuen Gesellschaft über die Aussperrung der Arbeiter geschrieben In der Elektroindustrie werden tausenderlei äußerst teure Maschinen und Werkzeuge von den Arbeitern bedient Man hüte sich durch brutale Mächtanwendung den Rache und Vergeltungsinstinkt zu wecken Furchtbar könnte es sich rächen was kurzsichtiges Herrentum mutwillig und Protzig sündigt (Hört! hört! rechts.) Darin liegt die Aufforderung zur Gewalt eine Aufforderung zur anarchistischen Tat (Sehr richtig! rechts.) Ferner sollte sich der Herr Abgeordnete David nicht so viel Mühe geben sich zu wehren gegen den Vorwurf des Herrn Reichskanzlers die Sozialdemokratie wedle Schweif vor dem König Demos;.;.;"demos; harden";2017–2019;0;antisemitisch;Deutschsoziale Reformpartei;Abgeordneter;evangelisch;Göttingen;Provinz Hannover;2 Kassel;"Amtsgerichtsrat; Amtsrichter";Jurist;hier S. 2017
Protokolle_1907_12_03_05;Sitzung;XII;I;;229;64;03.12.1907;1907;Ernst Bassermann;Fortsetzung der ersten Beratung der Entwürfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats für das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats für die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Änderung des § 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);Ich habe im Falle Harden die Äußerungen von juristischen Autoritäten mitgeteilt die das Verfahren das der Staatsanwalt in diesem Falle einzuschlagen beliebt hat und das zu einer Kassation der ersten Instanz und zu einer vollständigen Wiederholung derselben führt als ungesetzlich als nicht dem Sinne der Strafprozeßordnung entsprechend bezeichnen Meine Herren ich habe über die Verfehlungen des Herrn Obersten Gädke gar nicht gesprochen ich habe nur gesagt daß er von den Gerichten viermal freigesprochen worden ist wegen der ihm zur Schuld zugeschriebenen Führung des Oberstentitels und daß ein fünftes Gericht anderer Ansicht gewesen ist und da habe ich gesagt wenn vier Gerichte so erkennen und ein fünftes Gericht anders dann liegt die Frage zum mindesten so daß man einen solchen Mann nicht hinter Gefängnismauern stecken kann (Sehr wahr! links Das ist so sonnenklar und entspricht nicht nur dem juristischen Empfinden sondern vor allen Dingen auch menschlicher Billigkeit daß ich das was ich gesagt habe nur wiederholen kann (Bravo! bei den Nationalliberalen.) Was den Fall Liebknecht anlangt so habe ich hier ausdrücklich erklärt unter dem Widerspruch der Herren von der sozialdemokratischen Fraktion daß ich die Verurteilung Liebknechts für richtig erachte daß Liebknecht mit Recht bestraft worden ist Ich habe aber dann weiter ausgeführt auch im Falle Liebknecht hat sich der Staatsanwalt in seinem Strafantrage in Widerspruch gesetzt mit dem Empfinden der Juristenwelt und mit dem Reichsgericht;.;.;harden;2019–2020;0;nationalliberal;Nationalliberale Partei;Abgeordneter;evangelisch;Wolfach;Großherzogtum Baden;10 Liegnitz;"Rechtsanwalt und Stadtrat; Premierlieutnant der Landwehr-Kavallerie; Rittmeister";Militär;hier S. 2020
Protokolle_1907_12_03_06;Sitzung;XII;I;;229;64;03.12.1907;1907;Dr. phil. Hermann Paasche;Fortsetzung der ersten Beratung der Entwürfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats für das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats für die Schutzgebiete auf das Rechnungsjahr 1908, c) eines Gesetzes zur Änderung des § 2 des Gesetzes betreffend die deutsche Flotte vom 14. Juni 1900 (Reichsgesetzblatt Seite 255) — (Nr. 477, 478, 474 der Anlagen);Sodann will ich weiter hinzufügen ich habe gestern am Schluß der Sitzung mit dem Herrn Kriegsminister persönlich über das gesprochen was er im Falle Harden bemerkt hat und ich habe ihm gesagt Exzellenz ich bin nicht mit allem einverstanden was Sie gesagt haben und werde morgen darauf zurückkommen (Hört hört bei den Nationalliberalen) Ich glaube damit habe ich auch nach den Begriffen des Herrn Abgeordneten Lattmann den parlamentarischen Anstand gewahrt und ich verbitte mir von ihm Regeln nach dieser Richtung hin;.;.;harden;2021–2022;0;nationalliberal;Nationalliberale Partei;Abgeordneter;evangelisch;Burg;Provinz Sachsen;4 Koblenz;"Lehrer; Privatdozent; Professor; Landwirt";Lehrer/Professor;hier S. 2021
Protokolle_1907_12_04_01;Sitzung;XII;I;;229;65;04.12.1907;1907;Karl von Einem;"Fortsetzung der ersten Beratung der Entwürfe a) eines Gesetzes betreffend die Feststellung des Reichshaushaltsetats für das Rechnungsjahr 1908, b) eines Gesetzes betreffend die Feststellung des Haushaltsetats für die Schutzgebiete
auf das Rechnungsjahr 1908,
c) eines Gesetzes zur Änderung des § 2 
des Gesetzes betreffend die deutsche Flotte
vom 14. Juni 1900 (Reichsgesetzblatt
Seite 255) (Nr. 477, 478, 474 der Anlagen) ";Aber aus dem was ich hier habe kann man nicht einmal entnehmen daß Bollhardt ihnen diejenigen Mitteilungen gemacht hat die er Herrn Harden gemacht und die er im Prozeß MoltkeHarden unter Ausschluß der Öffentlichkeit gemacht hat Ich war also berechtigt zu sagen es ist noch nichts erwiesen es liegen zunächst unkontrollierbare Gerüchte vor der einzige Belastungszeuge ist Bollhardt Und nun meine Herren möchte ich noch eins hinzufügen was ich vergessen habe und was ich nicht erwähnen würde wenn die Situation nicht so wäre daß ich mich durchaus rechtfertigen müßte Es liegt einer der gerichtlichen Verhandlungen der ersten ein Protokoll von dem Kutscher des Grafen Hohenau bei der auch verschiedentlich angeführt ist daß er etwas wissen solle Der Mann ist 15 Jahre bei dem Grafen Hohenau gewesen bis zum Jahre 1902 und dieser Kutscher hat ausgesagt daß er nicht das geringste darüber wahrgenommen hätte daß sein Herr derartige Dinge triebe Er hat außerdem um zu illustrieren wie Gerüchte entstehen folgendes gesagt eines Tages im Jahre 1900 glaube ich hätte ihm jemand auf dem Exerzierplatz in Potsdam gesagt Deinen Herrn den haben sie gestern ordentlich vorgehabt in Berlin Darauf hat er gesagt Meinen Herrn Ich habe meinen Herrn gestern Abend mit seiner Familie zu einer Gesellschaft bei der Prinzessin Alexandrine v Preußen gefahren und habe ihn von dort nach 11 Uhr Abends abgeholt Darauf hat der Betreffende zu ihm gesagt Ja ich kenne ja den Grafen Hohenau nicht aber der Herr mit dem wir zu tun hatten hat sich dafür ausgegeben er wäre der Graf Hohenau (Hört hört rechts — Unruhe und Zurufe links) Meine Herren der Herr Abgeordnete Paasche hat Briefe vorgezeigt die der Graf Hohenau an den Bollhardt geschrieben hat Ich frage nicht wo der Herr Abgeordnete Paasche die Briefe herbekommen hat (Hört hört rechts  Zuruf links Nebensächlich) Ich kann und will auch nicht annehmen daß es etwa die Briefe sind die in der Vernehmung vom 28 d M — die mir am 29 noch nicht bekannt waren — der Herr Harden dem Gerichte in Abschrift vorgelegt hat Herr Harden hat auch ein Bild des Grafen Hohenau gezeigt (Hört hört rechts) Meine Herren diese Briefe sind vom 2 8 06 19 8 06 und 23 5 07 Es handelt sich dabei um Geld und an scheinend um Befürwortung eines Gnadengesuchs Auch  ist die Abschrift eines nichtssagenden Briefes des Grafen Lynar vom 22 6 01 überreicht worden Meine Herren das Gericht kennt diese Briefe Nun ich glaube ich könnte eine ganze Reihe von Briefen von mir sammeln die ich an Untergebene geschrieben habe in denen ich diesem oder jenem Geld geschickt habe Ich habe das auch hier als Minister getan mit meiner vollen Firma Der General v Wachs ist mein Zeuge Es sind auch eine ganze Reihe von Untergebenen die Bilder von mir besitzen in prunkender Uniform in Paradeuniform weil es die Leute gerade so gern haben Ich glaube daß das doch noch nicht beweist daß man homosexuell veranlagt ist (Große Heiterkeit) Wenn der Herr Abgeordnete Paasche etwa andere Briefe hat als die die ich hier genannt habe dann möchte ich an ihn die höfliche und dringende Bitte richten diese schleunigst dem Gericht der ersten Gardedivision einzureichen (Lebhafte Rufe rechts Sehr richtig) Dort könnten sie von großem Wert sein ich glaube daß sie für den Reichstag weniger Wert haben (Wiederholtes Sehr richtig rechts) Meine Herren auch der Major v Hülsen ist angeführt worden Im Berliner Tageblatt steht der Abgeordnete Dr Paasche habe gesagt — aber ich stelle das alles nur hypothetisch hin ich habe ja den Bericht nicht — daß Major v Hülsen hätte zugeben müssen über die Verfehlungen des Grafen Hohenau und des Grafen Lynar orientiert gewesen zu sein daß er auch von den Verfehlungen des Grafen Moltke gewußt hätte Meine Herren ich habe mir das „Berliner Tageblatt mitgebracht in dem ganz genau angegeben ist wie die Fragestellung bei dem Prozeß gewesen sei Meine Herren da hat die Frage des Vorsitzenden gelautet Frage Herr Major Sie sollen darüber vernommen werden ob der Herr Privatkläger l Graf Kuno Moltke wußte daß sich in dem bekannten Freundeskreis Herren befanden die homosexuell veranlagt waren Hat der Herr Graf Moltke einmal irgend etwas mit Ihnen darüber gesprochen Antwort Nein darüber ist nichts gesprochen worden wenigstens hat in meinem Beisein Exzellenz Moltke hierüber nichts geäußert Frage Haben Sie selbst vielleicht eingehende Wahrnehmungen darüber gemacht Antwort Nein ich habe mich nicht darum bekümmert Frage des Justizrats Dr v Gordon Haben Sie selbst etwas gewußt daß sich Graf Lynar sexuelle Verfehlungen hat zuschulden kommen lassen Antwort Nein Frage des Justizrats Bernstein Meinen Sie nicht auch Herr Major daß der Herr Graf Moltke etwas davon gehört haben mag daß der Graf Hohenau ähnlicher Dinge schon lange vordem beschuldigt worden war Antwort Das kann ich nicht sagen Mir selbst ist dies bezüglich des Grafen Hohenau auch so ergangen Von diesem habe ich nichts gerüchtweise verlauten hören Meine Herren der Herr Major v Hülsen ist heute morgen etwas erregt bei mir gewesen nachdem er den Artikel des Berliner Tageblatts gelesen hatte in dem als Angabe des Herrn Abgeordneten Paasche steht er hätte zugeben müssen die Armee hätte davon Kenntnis gehabt Er hat mir ausdrücklich gesagt Ich habe nie zuvor sprechen gehört über den Grafen Hohenau niemals über den Grafen Lynar (Hört hört rechts) Die Gerüchte — das hat mir der Herr v Hülsen gesagt — die Gerüchte über den Grafen Moltke sind einmal an mich herangetreten ehe das Eingreifen Seiner Majestät erfolgte ich habe sie auf das bestimmteste zurück gewiesen und erst nachdem nun dies Eingreifen erfolgt war sind natürlich auch Gerüchte über den Grafen Moltke an mich gekommen — Es ist also gerade meine Herren das Gegenteil von dem wahr was in der Presse jetzt steht daß der Major v Hülse zugegeben hätte die Armee hätte über diese Dinge Kenntnis gehabt (Hört hört rechts) Genau das Gegenteil (Lebhaftes Hört hört rechts) Meine Herren daß die Armee in einem großen Teile nichts davon gewußt hat das habe ich neulich schon belegt indem ich auf die verschiedensten Persönlichkeiten hingewiesen habe Ich habe hier zwei Briefe bzw Karten — die möchte ich Ihnen vorlesen — von Männern an deren Wahrheitsliebe an deren Charakter auch nicht der geringste Zweifel besteht Es schreibt mir hier der General der Artillerie v Dulitz der etwa von 1899 bis 1902 die Adlervilla bewohnt hat — ich hatte Ihnen schon neulich gesagt die Adlervilla ist ein ganz solides Haus daneben liegt die ominöse Villa wo Graf Lynar wohnte — der General v Dulitz schreibt mir hier Es war sehr hübsch von Ihnen unsere solide Adlervilla zu rehabilitieren (Heiterkeit) Wenn ich an unsere damaligen Nachbarn und an ihr anscheinend so glückliches Familienleben das wir doch täglich vor Augen hatten denke kann ich mir das Vorgekommene gar nicht erklären Also meine Herren ein Mann der mehrere Jahre neben der Villa Lynar gewohnt hat hat dort nicht das Treiben eines Freudenhauses er hat ein anscheinend glückliches Familienleben beobachtet (Zuruf des Abgeordneten Dr Paasche Habe ich nie behauptet) Ein anderer Freund von mir mit dem ich seit meiner Jugend befreundet bin der lange in Potsdam gestanden hat vorher schon und dann von 1894 etwa bis 1902 hat mir geschrieben Graf Hohenau war mir ein Freund mit dem ich während der gleichzeitigen Regimentsführung so manches gemeinsam unternommen habe Ich habe den Mann der mir das Muster eines Edelmanns und Offiziers schien geliebt und hoch verehrt und diesen Empfindungen laut Ausdruck gegeben Mit Lynar war ich besonders gut bekannt Auch nie ist die leiseste Andeutung zu mir gedrungen von dem jetzt bekannt Gewordenen Wäre darüber wirklich öffentlich geredet so hätte doch wohl mein Schwager oder mein Neffe Knyphausen oder — aus Mannschaftskreisen stammend — mein Neffe Sydow der damals Fahnenjunker war eine Andeutung gemacht Ich besitze das volle Ver trauen aller drei Meine Herren wenn man solche Zeugnisse liest kann man nicht sagen daß eine allgemeine Verbreitung vorhanden gewesen ist Der Abgeordnete Paasche soll gesagt haben hohe Offiziere hätten ihm Mitteilungen gemacht Ich möchte den Herrn Abgeordneten Paasche sehr dringend bitten die Namen dieser hohen Offiziere dem Gericht zu nennen (Abgeordneter Dr Paasche Ihnen will ich sie melden) Meine Herren wir wollen doch aus dem Schmutz heraus (Lebhafte Zustimmung rechts Rufe von den Nationalliberalen Wir auch) Meine Herren wir wollen doch diese Angelegenheit aus der niedrigen Atmosphäre des Klatsches erheben (Sehr richtig rechts in der Mitte und bei den Nationalliberalen) Wir wollen doch endlich Schicht machen mit der ganzen Geschichte;.;.;"moltke-harden; *sexu*";2024–2027;0;k.A.;k.A.;General der Kavallerie, Staats- und Kriegsminister, Bevollmächtigter zum Bundesrat für das Königreich Preußen;evangelisch;Herzberg am Harz;Provinz Hannover;;Generalleutnant;Militär;hier S. 2025f.
Protokolle_1907_12_11_01;Sitzung;XII;I;;229;71;11.12.1907;1907;Carl Legien;Fortsetzung und Schluß der ersten Beratung des Entwurfs eines Bereinsgesetzes, in Verbindung mit der Beratung des 24. Berichts der Petitionskommission, Schaffung eines Reichs-Vereins- und -Versammlungsrechts betreffend (Nr. 482, 422 der Anlagen);Am 25 November d I richtete die Polizeiverwaltung in Flatow in Westpreußen an den Vorsitzenden des Arbeitervereins folgende Verfügung In der am 3 d M abgehaltenen Versammlung des Arbeitervereins wurde für die nächste Versammlung ein Vortrag über den HardenProzeß in Aussicht gestellt Im Interesse der Aufrechterhaltung der öffentlichen Ordnung untersagen wir diesen Vortrag Sollte mit diesem begonnen werden so wird die Versammlung sofort aufgelöst werden (Hört hört)  Ja Herr Abgeordneter Dr Müller (Meiningen) und Herr Dr Pgchnicke wo steht in der preußischen Verordnung vom Jahre 1850 betreffend das Vereins und Versammlungsrecht eine solche Bestimmung Dieses Recht nimmt sich die Polizei auf Grund ihrer allgemeinen Befugnisse heraus Das Präventivverbot wird formell beseitigt zwar in den Staaten in denen es in den Vereinsgesetzen bestand aber es wird wieder durchgeführt auf Grund der allgemeinen Befugnisse der Polizeibehörden Herr Abgeordneter Dr Müller (Meiningen) führte ein Beispiel von der Polizeibehörde Hamburgs an nach dem dort eine Versammlung verboten worden sei weil in der selben über die Abschaffung der Bordelle gesprochen werden sollte Ja Herr Abgeordneter Dr Müller (Meiningen) man darf nicht vergessen daß es eine Zeit in Hamburg gab wo Bordelle in den vom Staat gekauften Häusern waren Es waren also staatliche Einrichtungen (Heiterkeit) Was liegt nun näher für die Hamburger Polizei als daß sie eine Versammlung verbietet in der über die Abschaffung der Bordelle gesprochen werden soll demnach eine Verächtlichmachung von staatlichen Einrichtungen vorkommen könnte oder daß sie auf Grund des Absatzes 4 des § 9 eine solche Versammlung aus dem gleichen Grunde auflöst Meine Herren wir haben auf diesem Gebiete doch wirklich praktische Erfahrungen Eine ziemlich klare Bestimmung bietet uns die preußische Verordnung vom 11 März 1850 Dort heißt es im § 5 Wenn in einer Versammlung Anträge oder Vorschläge erörtert werden die eine Aufforderung oder Anreizung zu strafbaren Handlungen enthalten darf aufgelöst werden Also nicht das Stellen solcher Anträge gibt das Recht zur Auflösung sondern diese Anträge müssen erörtert müssen beraten werden Doch eine sicherlich zweifelsfreie Bestimmung — und auf Grund dieser Bestimmung sind in unglaublichster Weise Versammlungen aufgelöst worden Meine Herren wie gesagt ich sehe davon ab aus den Erfahrungen die ich infolge meiner Stellung im Gewerkschaftsleben habe Ihnen ungezählte Beispiele vor zuführen Sie alle die Sie im politischen Leben stehen und genötigt sind in Versammlungen zu sprechen wissen wie ganz besonders in Preußen trotz dieser klaren Bestimmung Versammlungen aufgelöst worden sind Nun sagt der Herr Abgeordnete Dietrich es müsse Vorsorge getroffen werden weil nunmehr der Polizeibeamte der auflöst die Gründe für die Auflösung angeben muß daß die Auflösungsgründe nicht diskutiert werden damit das Ansehen der Beamten nicht herab gemindert wird Nun Herr Abgeordneter Dietrich das Ansehen unserer Polizeibeamten herabzumindern das haben wir nicht mehr nötig (Sehr gut bei den Sozialdemokraten) Die Auflösungsgründe die die angeführt haben das ist ein auswendig gelerntes Sprüchlein „Auf Grund des Gesetzes — und wenn es hoch kommt „Auf Grund des §5 des Gesetzes löse ich die Versammlung auf Das ist alles was sie wissen Das sind unsere Polizeibeamten und da glauben Sie ihr Ansehen könnte noch herab gemindert werden wenn sie die Gründe für die Auflösung einer Versammlung angeben sollen Da könnte höchstens ihr Ansehen erhöht werden wenn man nämlich entdeckt daß sie Gründe für die Auflösung haben denn diese Bestimmung wie sie hier im Z 5 der preußischen Verordnung vom 11 März 1850 enthalten ist würde keinem preußischen Polizeibeamten bisher die Möglichkeit zur Auflösung einer Versammlung gegeben haben Sie haben alle keine Gründe gehabt oder kannten das Gesetz nicht Sie standen dem Gesetz vollständig verständnislos gegenüber Nun meine Herren soll diese Auflösungsbefugnis noch weiter als sie bisher nach der preußischen Verordnung möglich war dem Polizeibeamten eingeräumt werden Ja er soll unterscheiden ob ein Vergehen das dort begangen worden ist aus öffentlichrechtlichen Gründen oder nur auf Antrag zu verfolgen ist Meine Herren ich mache Sie darauf aufmerksam daß zB in dem Prozeß Harden der Staatsanwalt erst nachdem das Schöffengericht verhandelt hatte erkannt hat daß die Sache aus öffentlichrechtlichen Gründen zu verfolgen ist Später aber soll der Polizeibeamte darüber entscheiden (Zuruf des Abgeordneten Dr Junck Der Antrag ist immer erforderlich) — Gewiß der Antrag ist immer erforderlich das gebe ich zu aber glauben Sie wirklich daß unsere Polizeibeamten in Preußen etwas von einem Antrag wissen der zu stellen ist Ich glaube es nicht Ich bewundere Ihr Vertrauen zu unseren Polizeibeamten ich habe es nicht Aber ich will Ihnen einen Fall aus meinen eigenen Erlebnissen vorführen;.;.;harden;2076–2083;0;sozialdemokratisch;SPD;Abgeordneter;Dissident;Marienburg;Provinz Westpreußen;7 Schleswig-Holstein;"Vorsitzender der Generalkommission der Gewerkschaften Deutschlands in Niederschönhausen b. Berlin; Drechsler; Redakteur";Geschäftsführer/Kaufmann/Industrieller;hier S. 2180f.
Protokolle_1908_01_23_01;Sitzung;XII;I;;230;87;23.01.1908;1908;Robert Gyßling;Dritte Beratung des Entwurfs eines Gesetzes betreffend die Bestrafung der Majestätsbeleidigung (Nr. 348, 564 der Anlagen);Auf den Prozeß werde ich im einzelnen nicht weiter eingehen zumal dies schon bei der zweiten Lesung geschehen ist und weil ich auch der Ansicht des Herrn Staatssekretärs des Reichsjustizamts und des Herrn Kollegen Osann bin daß es nicht richtig ist in schwebende Prozesse mit Erörterungen einzugreifen Ich habe denselben Standpunkt bereits im Abgeordnetenhause dem Herrn Justizminister gegenüber eingenommen der den Kollegen Meiner mißverstanden hatte Dieser hat lediglich gefordert die prozessualen Mängel die sich bei Verhandlung des Harden prozesses herausgestellt haben bei der Strafjustizreform zu beachten;.;.;harden;2668–2669;0;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Dzubiellen Gut;Provinz Ostpreußen;3 Königsberg;Rechtsanwalt;Jurist;hier S. 2669
Protokolle_1908_02_01_01;Sitzung;XII;I;;230;92;01.02.1908;1908;Dr. jur. Udo Graf zu Stolberg-Werningerode;Beratung von Berichten der Petitionskommission - 59. Bericht Abänderung bezw. Aufhebung des §175 des Strafgesetzbuches (Nr. 604 der Anlagen);Die Kommission beantragt die Überweisung zur Erwägung — Der Reichstag tritt diesem Antrage bei ich stelle das fest 59 Bericht betreffend Abänderung bezw Aufhebung des § 175 des Strafgesetzbuchs (Nr 604 der Drucksachen) Berichterstatter Abgeordneter Dr Belzer Der Antrag der Kommission geht auf Übergang zur Tagesordnung und Resolution Meine Herren ich schlage vor diesen Gegenstand abzusetzen;.;.;"§175; petition";2829–2830;0;konservativ;Deutschkonservative Partei;Präsident ;evangelisch;Berlin;Provinz Brandenburg;6 Gumbinnen;"Wirklicher Geheimer Rat; Oberpräsident z. D.; Generalmajor à la suite der Armee; Besitzer der Fideikommisse Kreppelhof in Schlesien und Dönhoffstädt in Ostpreußen sowie des Rittergutes Cammin in der Neumark";Verwalter/Beamter;hier S. 2830
Protokolle_1908_02_01_02;Sitzung;XII;I;;230;92;01.02.1908;1908;Theodor Kirsch;Beratung von Berichten der Petitionskommission - 59. Bericht Abänderung bezw. Aufhebung des §175 des Strafgesetzbuches (Nr. 604 der Anlagen);Liegen denn zu dieser Petition Wortmeldungen vor;.;.;petition;2831;1;politischer Katholizismus;Zentrum;Abgeordneter;katholisch;Düsseldorf;Rheinprovinz;4 Düsseldorf;Amtsgerichtsrat;Jurist;
Protokolle_1908_02_01_03;Sitzung;XII;I;;230;92;01.02.1908;1908;Dr. jur. Udo Graf zu Stolberg-Werningerode;Beratung von Berichten der Petitionskommission - 59. Bericht Abänderung bezw. Aufhebung des §175 des Strafgesetzbuches (Nr. 604 der Anlagen);Ja meine Herren dann würde ich also über die Petition betreffend Abänderung bezw Aufhebung des § 175 des Strafgesetzbuchs abstimmen lassen Die Petitionskommission beantragt Der Reichstag wolle beschließen 1 über die Petitionen II Nr 1083 und 1905 des Dr Hirschfeld in Charlottenburg und Genossen bezw des R Rebach in Nürnberg wegen Abänderung bezw Aufhebung des Z 175 des Strafgesetzbuchs zur Tagesordnung überzugehen Schriftführer Abgeordneter Nimpau 2 folgende Resolution anzunehmen die verbündeten Regierungen zu ersuchen) die Zivil und Militärbehörden anzuweisen den bestehenden Gesetzesvorschriften ohne Ansehen der Person unnachsichtlich Geltung zu verschaffen 5) dem Reichstag alsbald eine Vorlage zur Abänderung des Strafgesetzbuchs und des Militärstrafgesetzbuchs zugehen zu lassen durch welche die Ausnutzung des Abhängigkeitsverhältnisses (durch Vorgesetzte Arbeitgeber usw) zu unsittlichen Zwecken nach Z 175 des Strafgesetzbuchs unter erhöhte Strafe gestellt und e) in welcher das Schutzalter (§§ 176 182 184 imd 184a des Strafgesetzbuchs) auf 18 Jahre erhöht wird Präsident Das Wort zur Geschäftsordnung hat der Herr Abgeordnete Dr Mugdan;.;.;"§175; hirschfeld";2831;1;konservativ;Deutschkonservative Partei;Präsident;evangelisch;Berlin;Provinz Brandenburg;6 Gumbinnen;"Wirklicher Geheimer Rat; Oberpräsident z. D.; Generalmajor à la suite der Armee; Besitzer der Fideikommisse Kreppelhof in Schlesien und Dönhoffstädt in Ostpreußen sowie des Rittergutes Cammin in der Neumark";Verwalter/Beamter;
Protokolle_1908_02_01_04;Sitzung;XII;I;;230;92;01.02.1908;1908;Paul Singer;Beratung von Berichten der Petitionskommission - 59. Bericht Abänderung bezw. Aufhebung des §175 des Strafgesetzbuches (Nr. 604 der Anlagen);Meine Herren ein Zweifel an der Beschlußfähigkeit des Hauses kann nur vor einer Abstimmung erhoben werden (Sehr richtig) Ich beantrage aber die Absetzung dieser Petition von der Tagesordnung ich glaube kaum daß sich gegen meinen Antrag ein Widerspruch aus dem Hause erheben wird;.;.;petition;2831;1;sozialdemokratisch;SPD;Abgeordneter;jüdisch;Berlin;Provinz Brandenburg;4 Berlin;"Privatier; Kaufmann; Inhaber; Vorsitzender";Geschäftsführer/Kaufmann/Industrieller;
Protokolle_1908_02_01_05;Sitzung;XII;I;;230;92;01.02.1908;1908;Dr. med. Otto Mugdan ;Beratung von Berichten der Petitionskommission - 59. Bericht Abänderung bezw. Aufhebung des §175 des Strafgesetzbuches (Nr. 604 der Anlagen);Der Herr Präsident hatte ja vorgeschlagen die Petition abzusetzen dagegen hat aber der Herr Abgeordnete Kirsch beantragt heute darüber abzustimmen Deswegen mußte wenn man dem Vorschlage des Herrn Präsidenten folgen wollte der Zweifel an der Beschlußfähigkeit des Hauses erhoben werden (Sehr richtig);.;.;petition;2831;1;linksliberal;Fortschrittliche Volkspartei;Abgeordneter;evangelisch;Breslau;Provinz Schlesien;9 Liegnitz;"Sanitätsrat; Arzt";Mediziner;
